Network,m,beta,mu,SteadyState
graphs/WS-1000.adjlist,15,0.26,1,0.2926
graphs/WS-1000.adjlist,15,0.265,1,0.2986
graphs/WS-1000.adjlist,15,0.27,1,0.3057
graphs/WS-1000.adjlist,15,0.275,1,0.3108
graphs/WS-1000.adjlist,15,0.28,1,0.3188
graphs/WS-1000.adjlist,15,0.285,1,0.3231
graphs/WS-1000.adjlist,15,0.29,1,0.3295
graphs/WS-1000.adjlist,15,0.295,1,0.3359
graphs/WS-1000.adjlist,15,0.3,1,0.3406
graphs/WS-1000.adjlist,15,0.305,1,0.3451
graphs/WS-1000.adjlist,15,0.31,1,0.3475
graphs/WS-1000.adjlist,15,0.315,1,0.3545
